Host Name,Device IP,Device Type,Device Status,Device Vendor,Device Model,Serial Number,Software Version,Firmware Version,Free Ports,Total Ports,Ports In Use,Uptime,Last Successful Snapshot,Last Snapshot Attempt,Last Snapshot Result,Device Type Standard,associatedWlcIp,deviceSupportLevel,dnsResolvedManagementAddress,errorCode,family,id,instanteTenantId,instanteUuid,interfaceCount,inventoryStatusDetail,lastDeviceResyncStartTime,lastManagedResyncReasons,lastUpdated,lastUpdateTime,lineCardCount,lineCardId,location,locationName,macAddress,managedAtleastOnce,managementState,memorySize,pendingSyncRequestsCount,platformId,reachabilityFailureReason,reachabilityStatus,reasonsForDeviceResync,reasonsForPendingSyncRequests,role,roleSource,serialNumber,series,snmpContact,softwareType,softwareVersion,syncRequestedByApp,tagCount,tunnelUdpPort,type,upTime,uptimeSeconds,vendor,waasDeviceMode,Unnamed: 44,clientCount,clientCount_2_4GHz,clientCount_5GHz,controllerIpAddress,controllerName,countryCode,ethernetMac,hreapEnabled,ipAddress,lwappUpTime,model,status,DateAdded,adminStatus,ArchiveDate,collectionStatus,collectionTime,creationTime,deviceType,managementStatus,manufacturer_part_name,manufacturer_part_partNumber,manufacturer_part_serialNumber,productFamily,reachability,Site Code Extracted,State,Model,EoS,EoL,In Scope?,Repl Device,Material Cost,Labor Cost,Device Cost,latitude,longitude,county,affiliate,Owner,Exception_Flag,Exception_Reason,EoL_Date,Days_to_EoL
GAXAGAPTSE01,33.255.3.8,Switch,Active,Cisco,WS-C2960X-24PD-L,QCW3788B7GQ,27.2(2)E7,Bootstrap,0.0,29.0,29.0,2057d:5h:43m:0s,Jan-23-26 02:20:45,Jan-23-26 02:20:45,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XAG,GA,WS-C2960X-24PD-L,2022-10-31,2027-10-31,Yes,C9300-24P-E,4345.764,1540.0,2849.78,33.780909,-84.387112,Fulton,FO-GASCORP-GAS CORP HQ BLT HUB,SOGAS,True,Decommissioned site,2027-10-31,609.0
GAXAGSWFL010101,33.255.8.5,L3Switch,Active,Cisco,C9200-24P,KZE3578395W,27.22.07,37.37.3r [FC3],5.0,34.0,29.0,133d:0h:10m:0s,Jan-23-26 02:03:28,Jan-23-26 02:03:28,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XAG,GA,C9200-24P,,,,,0.0,0.0,,33.780909,-84.387112,Fulton,FO-GASCORP-GAS CORP HQ BLT HUB,SOGAS,True,Decommissioned site,,
GAXAGWLFLEX01,33.255.88.2,Wireless Controller,Active,Cisco,C9800-40-K9,"TTM37777775,TTM377777QN",27.09.07,37.7(3r),1.0,5.0,4.0, ,Jan-23-26 08:09:21,Jan-23-26 08:09:21,Configuration unchanged,Wireless Controller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XAG,GA,C9800-40-K9,2025-12-31,2030-12-31,,,0.0,0.0,,33.780909,-84.387112,Fulton,FO-GASCORP-GAS CORP HQ BLT HUB,SOGAS,True,Decommissioned site,2030-12-31,1766.0
GAXAGROWN01-PW,33.5.0.331,Router,Active,Cisco,ISR4431/K9,QKC3388Z7GR,27.09.03a,33.37(7r),2.0,5.0,3.0,89d:0h:44m:0s,Jan-23-26 02:10:28,Jan-23-26 02:10:28,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XAG,GA,ISR4431/K9,2023-11-07,2028-11-30,Yes,C8300-1N1S-6T,12421.116,2060.0,5243.73,33.780909,-84.387112,Fulton,FO-GASCORP-GAS CORP HQ BLT HUB,SOGAS,True,Decommissioned site,2028-11-30,1005.0
GAXAGSWFL03016-VOICE-SIP,33.5.1.13,Switch,Active,Cisco,WS-C2960XR-24TD-I,"QDO3777B7GL,QDO3777B7GE",27.2(2)E7,Bootstrap,39.0,57.0,18.0,1541d:0h:57m:0s,Jan-23-26 01:08:19,Jan-23-26 01:08:19,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XAG,GA,WS-C2960XR-24TD-I,2022-10-31,2027-10-31,Yes,C9300-24T-E,3824.472,1540.0,2415.37,33.780909,-84.387112,Fulton,FO-GASCORP-GAS CORP HQ BLT HUB,SOGAS,True,Decommissioned site,2027-10-31,609.0
GAXAGSWFL03017-B,33.5.1.0,Switch,Active,Cisco,WS-C2960XR-48TD-I,"QDO7988B78C,QDO7988B73E",27.2(2)E3,Bootstrap,6.0,105.0,99.0,1975d:20h:57m:0s,Jan-23-26 01:20:07,Jan-23-26 01:20:07,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XAG,GA,WS-C2960XR-48TD-I,2022-10-31,2027-10-31,Yes,C9300-48T-E,6402.120000000001,1540.0,3996.14,33.780909,-84.387112,Fulton,FO-GASCORP-GAS CORP HQ BLT HUB,SOGAS,True,Decommissioned site,2027-10-31,609.0
GAXAGSWWC01,33.5.15.2,L3Switch,Active,Cisco,C9300-24T,"QKC387777X8,QKC387779K8",27.03.04,37.3.3r[FC7],52.0,84.0,32.0, ,Jan-23-26 02:18:33,Jan-23-26 02:18:33,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XAG,GA,C9300-24T,,,,,0.0,0.0,,33.780909,-84.387112,Fulton,FO-GASCORP-GAS CORP HQ BLT HUB,SOGAS,True,Decommissioned site,,
GAXAGWL01,33.5.15.25,Wireless Controller,Active,Cisco,C9800-40-K9,"TTM3588738Z,TTM3588737E",27.09.07,37.7(3r),1.0,5.0,4.0, ,Jan-23-26 09:08:52,Jan-23-26 09:08:52,Configuration unchanged,Wireless Controller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XAG,GA,C9800-40-K9,2025-12-31,2030-12-31,,,0.0,0.0,,33.780909,-84.387112,Fulton,FO-GASCORP-GAS CORP HQ BLT HUB,SOGAS,True,Decommissioned site,2030-12-31,1766.0
GAMCMSWWTRWAY01,33.88.88.2,Switch,Active,Cisco,IE-3300-8P2S,QCW3739Y735,27.09.04a,IOS-XE,0.0,11.0,11.0, ,Jan-23-26 02:08:10,Jan-23-26 02:08:10,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCM,GA,IE-3300-8P2S,,,,,108.0,0.0,,31.213901,-81.546374,Glynn,FO-GA-SE-HINESVILLE-BRUNSWICK,GPC,True,Decommissioned site,,
GAGSEROWN01,158.128.111.158,Router,Active,Cisco,ISR4331/K9,QLM333373HW,27.09.03a,33.37(7r),0.0,10.0,10.0,595d:0h:43m:0s,Jan-23-26 02:35:17,Jan-23-26 02:35:17,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSE,GA,ISR4331/K9,2023-11-07,2028-11-30,Yes,C8300-1N1S-6T,12421.116,2060.0,5243.73,32.080348,-81.09241,Unknown,FO-GA-SE-SAVANNAH 1,GPC,True,Decommissioned site,2028-11-30,1005.0
GAXAGRORS02,158.128.128.08,Router,Active,Cisco,ASR1006,QXS3777Q38E,27.03.02,33.3(7r),5.0,15.0,10.0,1290d:22h:3m:0s,Jan-23-26 01:04:03,Jan-23-26 01:04:03,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XAG,GA,ASR1006,2023-11-29,2028-11-30,Yes,C8475-G2,46509.51672,8240.0,25127.1306,33.780909,-84.387112,Fulton,FO-GASCORP-GAS CORP HQ BLT HUB,SOGAS,True,Decommissioned site,2028-11-30,1005.0
GAXAGRORS01,158.128.128.80,Router,Active,Cisco,ASR1006,QXS3775Q5E8,27.03.02,33.3(7r),6.0,15.0,9.0,1850d:3h:56m:0s,Jan-23-26 01:14:57,Jan-23-26 01:14:57,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XAG,GA,ASR1006,2023-11-29,2028-11-30,Yes,C8475-G2,46509.51672,8240.0,25127.1306,33.780909,-84.387112,Fulton,FO-GASCORP-GAS CORP HQ BLT HUB,SOGAS,True,Decommissioned site,2028-11-30,1005.0
GAGSESW0101,158.133.38.88,L3Switch,Active,Cisco,C9200-48P,KZD333978UK,27.22.07,37.37.3r [FC3],1.0,58.0,57.0,341d:1h:1m:0s,Jan-23-26 01:34:02,Jan-23-26 01:34:02,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSE,GA,C9200-48P,,,,,0.0,0.0,,32.080348,-81.09241,Unknown,FO-GA-SE-SAVANNAH 1,GPC,True,Decommissioned site,,
GAMCMSW_AGGR01,158.133.80.130,L3Switch,Active,Cisco,C9300-24S,QKC3537795Z,27.09.07,37.9.7r,16.0,43.0,27.0,1d:21h:25m:0s,Jan-23-26 02:02:21,Jan-23-26 02:02:21,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCM,GA,C9300-24S,,,,,0.0,0.0,,31.213901,-81.546374,Glynn,FO-GA-SE-HINESVILLE-BRUNSWICK,GPC,True,Decommissioned site,,
GAMCMSW0401,158.133.80.131,L3Switch,Active,Cisco,C9200-48P,QOC35385Z93,27.09.07,37.9.3r [FC33],2.0,58.0,56.0,1d:21h:41m:0s,Jan-23-26 02:14:45,Jan-23-26 02:14:45,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCM,GA,C9200-48P,,,,,0.0,0.0,,31.213901,-81.546374,Glynn,FO-GA-SE-HINESVILLE-BRUNSWICK,GPC,True,Decommissioned site,,
GAMCMSWSECURITYBLDG01,158.133.80.132,Switch,Active,Cisco,IE-3000-8TC,QOC7983Z3W3,27.2(4)EA9,Bootstrap,0.0,10.0,10.0,0d:0h:4m:0s,Jan-23-26 01:06:30,Jan-23-26 01:06:30,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCM,GA,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,4937.640000000001,1790.0,3557.53,31.213901,-81.546374,Glynn,FO-GA-SE-HINESVILLE-BRUNSWICK,GPC,True,Decommissioned site,2025-06-30,-244.0
GAMCMSW_TRACTORGARAGE01,158.133.80.133,Switch,Active,Cisco,IE-3000-8TC,QOC7983Y3CC,27.2(4)EA9,Bootstrap,0.0,10.0,10.0,0d:0h:5m:0s,Jan-23-26 01:13:54,Jan-23-26 01:13:54,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCM,GA,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,4937.640000000001,1790.0,3557.53,31.213901,-81.546374,Glynn,FO-GA-SE-HINESVILLE-BRUNSWICK,GPC,True,Decommissioned site,2025-06-30,-244.0
GAMCMSWOILDOCK01,158.133.80.135,Switch,Active,Cisco,IE-3000-8TC,QOC7837W3SR,27.2(4)EA9,Bootstrap,2.0,10.0,8.0,0d:0h:5m:0s,Jan-23-26 01:14:38,Jan-23-26 01:14:38,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCM,GA,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,4937.640000000001,1790.0,3557.53,31.213901,-81.546374,Glynn,FO-GA-SE-HINESVILLE-BRUNSWICK,GPC,True,Decommissioned site,2025-06-30,-244.0
GAMCMSW230SUBHOUSE,158.133.80.135,Switch,Active,Cisco,IE-3000-8TC,QOC7983Z38H,27.2(4)EA9,Bootstrap,1.0,10.0,9.0,0d:0h:5m:0s,Jan-23-26 01:10:40,Jan-23-26 01:10:40,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCM,GA,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,4937.640000000001,1790.0,3557.53,31.213901,-81.546374,Glynn,FO-GA-SE-HINESVILLE-BRUNSWICK,GPC,True,Decommissioned site,2025-06-30,-244.0
GAMCMSWFRONTSECGATE01,158.133.80.138,Switch,Active,Cisco,IE-3000-8TC,QCH3873Y7H5,27.2(4)EA7,Bootstrap,1.0,18.0,17.0,0d:0h:5m:0s,Jan-23-26 01:01:54,Jan-23-26 01:01:54,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCM,GA,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,4937.640000000001,1790.0,3557.53,31.213901,-81.546374,Glynn,FO-GA-SE-HINESVILLE-BRUNSWICK,GPC,True,Decommissioned site,2025-06-30,-244.0
GAMCMSW0301,158.133.80.130,Switch,Active,Cisco,WS-C2960CX-8PC-L,QOC3539LDGB,27.2(7)E7,Bootstrap,1.0,12.0,11.0,0d:0h:3m:0s,Jan-23-26 02:07:50,Jan-23-26 02:07:50,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCM,GA,WS-C2960CX-8PC-L,2024-04-30,2029-04-30,,,108.0,1540.0,,31.213901,-81.546374,Glynn,FO-GA-SE-HINESVILLE-BRUNSWICK,GPC,True,Decommissioned site,2029-04-30,1156.0
GAMCMSW0501,158.133.80.138,L3Switch,Active,Cisco,C9200-48P,QOC3538588X,27.09.07,37.9.3r [FC33],2.0,58.0,56.0, ,Jan-23-26 02:01:57,Jan-23-26 02:01:57,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCM,GA,C9200-48P,,,,,0.0,0.0,,31.213901,-81.546374,Glynn,FO-GA-SE-HINESVILLE-BRUNSWICK,GPC,True,Decommissioned site,,
GAMCMROVG02,158.133.80.138,Router,Active,Cisco,VG224,QTX7533ZN3M,27.2(4)M9,37.4(33r)T7,1.0,26.0,25.0,238d:19h:12m:0s,Jan-23-26 02:13:03,Jan-23-26 02:13:03,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCM,GA,VG224,2015-04-24,2020-04-30,Yes,VG410-24FXS,4015.584,770.0,3256.32,31.213901,-81.546374,Glynn,FO-GA-SE-HINESVILLE-BRUNSWICK,GPC,True,Decommissioned site,2020-04-30,-2131.0
GAMCMSWGENPEEC01,158.133.80.150,Switch,Active,Cisco,IE-3000-8TC,QOC7883W3RW,27.2(4)EA9,Bootstrap,1.0,10.0,9.0,0d:0h:3m:0s,Jan-23-26 02:12:16,Jan-23-26 02:12:16,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCM,GA,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,4937.640000000001,1790.0,3557.53,31.213901,-81.546374,Glynn,FO-GA-SE-HINESVILLE-BRUNSWICK,GPC,True,Decommissioned site,2025-06-30,-244.0
GAMCMEMRBLDGSE01,158.133.80.152,Switch,Active,Cisco,WS-C2960CX-8PC-L,QOC3539L8YS,27.2(7)E7,Bootstrap,1.0,12.0,11.0,0d:0h:3m:0s,Jan-23-26 02:16:09,Jan-23-26 02:16:09,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCM,GA,WS-C2960CX-8PC-L,2024-04-30,2029-04-30,,,108.0,1540.0,,31.213901,-81.546374,Glynn,FO-GA-SE-HINESVILLE-BRUNSWICK,GPC,True,Decommissioned site,2029-04-30,1156.0
GAMCMSW0101,158.133.80.150,L3Switch,Active,Cisco,C9200-48P,QOC353859RG,27.09.07,37.9.3r [FC33],2.0,58.0,56.0,1d:21h:32m:0s,Jan-09-26 00:06:33,Jan-23-26 04:58:20,Problem accessing device,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCM,GA,C9200-48P,,,,,0.0,0.0,,31.213901,-81.546374,Glynn,FO-GA-SE-HINESVILLE-BRUNSWICK,GPC,True,Decommissioned site,,
GAMCMROVG03,158.133.80.158,Router,Active,Cisco,VG202XM,QCH7888S7LD,27.4(3)M2,37.4(70r)YA7,1.0,4.0,3.0,371d:0h:27m:0s,Jan-23-26 02:03:36,Jan-23-26 02:03:36,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCM,GA,VG202XM,2022-04-29,2027-04-30,Yes,VG400-8FXS,2393.976,770.0,1904.98,31.213901,-81.546374,Glynn,FO-GA-SE-HINESVILLE-BRUNSWICK,GPC,True,Decommissioned site,2027-04-30,425.0
MSREDROWN01,158.158.53.1,Router,Active,Cisco,ISR4431/K9,QKC38377S33,27.09.03a,37.3.3,0.0,7.0,7.0, ,Jan-23-26 02:24:36,Jan-23-26 02:24:36,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RED,MS,ISR4431/K9,2023-11-07,2028-11-30,Yes,C8300-1N1S-6T,12421.116,2060.0,5243.73,33.37721,-89.212273,Choctaw,FO-MS-O-NORTH,MPC,True,Decommissioned site,2028-11-30,1005.0
MSPSWROWN01A,158.158.80.15,Router,Active,Cisco,ISR4331/K9,QLM355777MU,27.09.03a,37.3.7,2.0,5.0,3.0, ,Jan-23-26 02:23:49,Jan-23-26 02:23:49,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSW,MS,ISR4331/K9,2023-11-07,2028-11-30,Yes,C8300-1N1S-6T,12421.116,2060.0,5243.73,32.293026,-88.744847,Lauderdale,FO-MS-O-NORTH,MPC,True,Decommissioned site,2028-11-30,1005.0
GAMCMROWN02,158.188.188.80,Router,Active,Cisco,ISR4431/K9,QKC387377L5,27.09.03a,37.3.3,2.0,198.0,196.0,1d:21h:49m:0s,Jan-23-26 02:34:49,Jan-23-26 02:34:49,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCM,GA,ISR4431/K9,2023-11-07,2028-11-30,Yes,C8300-1N1S-6T,12421.116,2060.0,5243.73,31.213901,-81.546374,Glynn,FO-GA-SE-HINESVILLE-BRUNSWICK,GPC,True,Decommissioned site,2028-11-30,1005.0
GAXAGAP1217,,,,,,,,,,,,,,,,,20.5.25.25,Supported,,,Unified AP,qq8q12qa-959a-7786-q211-71181119dt77,5q1a81e77813d2118958a652,qq8q12qa-959a-7786-q211-71181119dt77,0,,,,2026-02-23 07:48:05,1771832885398,0,,,,ec:01:d5:d6:e9:00,0.0,Managed,,0,AIR-AP2802I-B-K9,,Reachable,,,ACCESS,AUTO,UZZ262433BD,Cisco 2800I Series Unified Access Points,,,87.2.5.47,,0.0,,Cisco 2800I Unified Access Point,"666 days, 12:39:44.430",57603207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XAG,GA,,,,,,,,,33.780909,-84.387112,Fulton,FO-GASCORP-GAS CORP HQ BLT HUB,SOGAS,True,Decommissioned site,,
GAXAGAP1218,,,,,,,,,,,,,,,,,20.5.25.25,Supported,,,Unified AP,ad8ddeq7-92a7-77a5-a2qt-213775d7ae77,5q1a81e77813d2118958a652,ad8ddeq7-92a7-77a5-a2qt-213775d7ae77,0,,,,2026-02-23 07:48:05,1771832885398,0,,,,ec:01:d5:d6:3c:c0,0.0,Managed,,0,AIR-AP2802I-B-K9,,Reachable,,,ACCESS,AUTO,UZZ262433AK,Cisco 2800I Series Unified Access Points,,,87.2.5.47,,0.0,,Cisco 2800I Unified Access Point,"64 days, 12:41:42.430",5590525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XAG,GA,,,,,,,,,33.780909,-84.387112,Fulton,FO-GASCORP-GAS CORP HQ BLT HUB,SOGAS,True,Decommissioned site,,
GAXAGAP1111,,,,,,,,,,,,,,,,,20.5.25.25,Supported,,,Unified AP,7173e729-1297-76a5-aqa7-17eqa881d25t,5q1a81e77813d2118958a652,7173e729-1297-76a5-aqa7-17eqa881d25t,0,,,,2026-02-23 07:48:05,1771832885398,0,,,,ec:01:d5:d5:df:00,0.0,Managed,,0,AIR-AP2802I-B-K9,,Reachable,,,ACCESS,AUTO,UZZ2624333T,Cisco 2800I Series Unified Access Points,,,87.2.5.47,,0.0,,Cisco 2800I Unified Access Point,"8 days, 15:33:15.430",762418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XAG,GA,,,,,,,,,33.780909,-84.387112,Fulton,FO-GASCORP-GAS CORP HQ BLT HUB,SOGAS,True,Decommissioned site,,
GAXAGAP1211,,,,,,,,,,,,,,,,,20.5.25.25,Supported,,,Unified AP,117t9137-665t-7353-9et1-9qda16atda5q,5q1a81e77813d2118958a652,117t9137-665t-7353-9et1-9qda16atda5q,0,,,,2026-02-23 07:48:05,1771832885398,0,,,,ec:01:d5:d6:e0:e0,0.0,Managed,,0,AIR-AP2802I-B-K9,,Reachable,,,ACCESS,AUTO,UZZ26243323,Cisco 2800I Series Unified Access Points,,,87.2.5.47,,0.0,,Cisco 2800I Unified Access Point,"666 days, 12:57:20.430",57604263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XAG,GA,,,,,,,,,33.780909,-84.387112,Fulton,FO-GASCORP-GAS CORP HQ BLT HUB,SOGAS,True,Decommissioned site,,
GAXAGAP1212,,,,,,,,,,,,,,,,,20.5.25.25,Supported,,,Unified AP,t795dtq1-e5d6-72a1-q177-67etaeeddd1e,5q1a81e77813d2118958a652,t795dtq1-e5d6-72a1-q177-67etaeeddd1e,0,,,,2026-02-23 07:48:05,1771832885398,0,,,,ec:01:d5:d7:qe:60,0.0,Managed,,0,AIR-AP2802I-B-K9,,Reachable,,,ACCESS,AUTO,UZZ2624332N,Cisco 2800I Series Unified Access Points,,,87.2.5.47,,0.0,,Cisco 2800I Unified Access Point,"666 days, 12:57:42.430",57604285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XAG,GA,,,,,,,,,33.780909,-84.387112,Fulton,FO-GASCORP-GAS CORP HQ BLT HUB,SOGAS,True,Decommissioned site,,
GAXAGAP1213,,,,,,,,,,,,,,,,,20.5.25.25,Supported,,,Unified AP,e17dq5qe-3ded-7199-q27q-at11ta9a9312,5q1a81e77813d2118958a652,e17dq5qe-3ded-7199-q27q-at11ta9a9312,0,,,,2026-02-23 07:48:05,1771832885398,0,,,,ec:01:d5:d6:52:a0,0.0,Managed,,0,AIR-AP2802I-B-K9,,Reachable,,,ACCESS,AUTO,UZZ26243325,Cisco 2800I Series Unified Access Points,,,87.2.5.47,,0.0,,Cisco 2800I Unified Access Point,"66 days, 11:12:36.430",5757979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XAG,GA,,,,,,,,,33.780909,-84.387112,Fulton,FO-GASCORP-GAS CORP HQ BLT HUB,SOGAS,True,Decommissioned site,,
GAXAGAP1214,,,,,,,,,,,,,,,,,20.5.25.25,Supported,,,Unified AP,tda7a7a9-8aeq-7qa7-9e55-1t183aq53865,5q1a81e77813d2118958a652,tda7a7a9-8aeq-7qa7-9e55-1t183aq53865,0,,,,2026-02-23 07:48:05,1771832885398,0,,,,ec:01:d5:d5:cc:c0,0.0,Managed,,0,AIR-AP2802I-B-K9,,Reachable,,,ACCESS,AUTO,UZZ262433AW,Cisco 2800I Series Unified Access Points,,,87.2.5.47,,0.0,,Cisco 2800I Unified Access Point,"666 days, 12:56:40.430",57604223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XAG,GA,,,,,,,,,33.780909,-84.387112,Fulton,FO-GASCORP-GAS CORP HQ BLT HUB,SOGAS,True,Decommissioned site,,
GAXAGAP1216,,,,,,,,,,,,,,,,,20.5.25.25,Supported,,,Unified AP,988ad8ea-8a73-7a92-q83t-q71e72185811,5q1a81e77813d2118958a652,988ad8ea-8a73-7a92-q83t-q71e72185811,0,,,,2026-02-23 07:48:05,1771832885398,0,,,,ec:01:d5:d7:53:20,0.0,Managed,,0,AIR-AP2802I-B-K9,,Reachable,,,ACCESS,AUTO,UZZ262433AE,Cisco 2800I Series Unified Access Points,,,87.2.5.47,,0.0,,Cisco 2800I Unified Access Point,"666 days, 12:57:09.430",57604252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XAG,GA,,,,,,,,,33.780909,-84.387112,Fulton,FO-GASCORP-GAS CORP HQ BLT HUB,SOGAS,True,Decommissioned site,,
GAXAGAP13,,,,,,,,,,,,,,,,,20.5.25.25,Supported,,Could Not Synchronize,Unified AP,8q7991q1-a118-7a9a-a818-q69a296q1a72,5q1a81e77813d2118958a652,8q7991q1-a118-7a9a-a818-q69a296q1a72,0,,,,2026-02-23 07:48:05,1771832885398,0,,,,50:0f:80:q2:q6:80,0.0,Managed,,0,AIR-CAP2702I-B-K9,,Unreachable,,,ACCESS,AUTO,UZW2323ZBSS,Cisco 2700I Series Unified Access Points,,,87.2.4.27,,0.0,,Cisco 2700I Unified Access Point,"97 days, 06:30:13.900",-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XAG,GA,,,,,,,,,33.780909,-84.387112,Fulton,FO-GASCORP-GAS CORP HQ BLT HUB,SOGAS,True,Decommissioned site,,
GAXAGAP13,,,,,,,,,,,,,,,,,20.5.25.25,Supported,,,Unified AP,qa99679a-eq66-7556-a353-72a618a29783,5q1a81e77813d2118958a652,qa99679a-eq66-7556-a353-72a618a29783,0,,,,2026-02-23 07:48:05,1771832885398,0,,,,32:5d:a8:1f:cd:a0,0.0,Managed,,0,AIR-AP2802I-B-K9,,Reachable,,,ACCESS,AUTO,UZZ26503NUB,Cisco 2800I Series Unified Access Points,,,87.2.5.47,,0.0,,Cisco 2800I Unified Access Point,"2 days, 20:02:34.430",260177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XAG,GA,,,,,,,,,33.780909,-84.387112,Fulton,FO-GASCORP-GAS CORP HQ BLT HUB,SOGAS,True,Decommissioned site,,
